Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
11000    HERSHEY                      ST,,34.251,-118.3723,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,300.0,16.0,Foothill,1665.0,2.0,0329,28.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
13900    GILMORE                      ST,,34.1876,-118.4356,10/31/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1415.0,9.0,Van Nuys,926.0,2.0,0377 0100 1822 1202 0930,69.0,M,W,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,Fraud and White-Collar Crimes
300 S  FIGUEROA                     ST,,34.0542,-118.2566,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,805.0,1.0,Central,141.0,2.0,0416 2004 1822,47.0,F,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
18000    CALVERT                      ST,,34.1819,-118.5252,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1945.0,10.0,West Valley,1034.0,1.0,0344 1822 1609 0321 0352,49.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
800 N  LA BREA                      AV,,34.0853,-118.3441,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1845.0,7.0,Wilshire,706.0,1.0,1822 0334 1266 0353 2006 0945,41.0,M,B,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,Property Crimes
100    CATAMARAN                    ST,,33.9781,-118.4644,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,2300.0,14.0,Pacific,1452.0,2.0,0329,30.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
700 W  81ST                         ST,,33.9655,-118.2838,08/24/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1900.0,12.0,77th Street,1266.0,1.0,0344 1822,27.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
GRAND                        AV,47TH                         ST,34.0011,-118.2805,03/15/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1200.0,13.0,Newton,1361.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
HARTFORD                     AV,4TH                          ST,34.0573,-118.2634,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1840.0,2.0,Rampart,248.0,1.0,1822 0416 0445 0334 0432 2047 0906,28.0,M,H,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,Violent Crimes
1600    VINE                         ST,,34.0987,-118.3337,04/12/2020 12:00:00 AM,04/11/2020 12:00:00 AM,2300.0,6.0,Hollywood,646.0,1.0,1202 1300 1601 1606 0344 0352,64.0,F,O,101.0,STREET,,,IC,Invest Cont,Property Crimes
3700    LEE                          ST,,34.0219,-118.1923,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1000.0,4.0,Hollenbeck,479.0,2.0,2004 0913 2038 0561,76.0,F,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,Crimes against Public Order
600 S  VIRGIL                       AV,,34.0634,-118.2871,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1500.0,20.0,Olympic,2029.0,2.0,1814 0416,25.0,F,B,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
3700    BALDWIN                      ST,,34.0704,-118.2013,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1930.0,4.0,Hollenbeck,424.0,2.0,0913 0421 1820 1912 1259,5.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
13300    WOODBRIDGE                   ST,,34.1475,-118.4225,10/28/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1000.0,9.0,Van Nuys,989.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
700 W  107TH                        ST,,33.9391,-118.2869,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1120.0,18.0,Southeast,1841.0,1.0,0334 2021 0361 0913 0603 0359 0443,58.0,F,B,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,Crimes against Public Order
4700 N  MENDOTA                      AV,,34.1179,-118.2129,01/17/2024 12:00:00 AM,07/03/2020 12:00:00 AM,1505.0,11.0,Northeast,1136.0,2.0,0100 0928,39.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
ROSCOE,LINDLEY,34.2442,-118.5362,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,600.0,17.0,Devonshire,1767.0,2.0,0913 1814 1300 2000 0416 0400,29.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
1600    ARLINGTON                    AV,,34.0436,-118.3177,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,200.0,20.0,Olympic,2081.0,2.0,0329,25.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
800 S  BERENDO                      ST,,34.0578,-118.2941,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,345.0,20.0,Olympic,2046.0,1.0,0342 2004 0913 0416 0417 0429 0446 0432 1206 1218,45.0,M,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1400 E  53RD                         ST,,33.9994,-118.2499,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1300.0,13.0,Newton,1365.0,1.0,0913 2000 0416 0408 1402,35.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1100 W  2ND                          ST,,34.0609,-118.2535,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,814.0,2.0,Rampart,239.0,2.0,0329 1302 1822,0.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
3100    WILSHIRE                     BL,,34.0618,-118.2894,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,915.0,20.0,Olympic,2038.0,2.0,0913 2000 1243 0400,27.0,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
800 W  3RD                          ST,,33.7415,-118.295,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2200.0,5.0,Harbor,557.0,2.0,0913 1202 1206 1813 2000 1821 0416,63.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
2800    CANYON                       DR,,34.1227,-118.3181,08/01/2020 12:00:00 AM,07/13/2020 12:00:00 AM,800.0,6.0,Hollywood,627.0,1.0,1300 1601 0344 0377 1606,26.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
600 E  83RD                         ST,,33.9638,-118.2651,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,200.0,12.0,77th Street,1269.0,1.0,0344 0329 1609 1307,33.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
5400    HOLLYWOOD                    BL,,34.1036,-118.3049,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1700.0,6.0,Hollywood,639.0,1.0,1822 0344,0.0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,Property Crimes
9000    BARTEE                       AV,,34.2341,-118.4153,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1910.0,19.0,Mission,1979.0,2.0,1300 0329,28.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
HAMILTON,VINELAND,34.1909,-118.3654,05/06/2020 12:00:00 AM,05/05/2020 12:00:00 AM,2325.0,15.0,N Hollywood,1519.0,1.0,1218 1402 2004 0416 0913 1817,57.0,M,W,101.0,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,Violent Crimes
LA SALLE                     AV,29TH                         ST,34.0291,-118.3054,09/21/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1000.0,3.0,Southwest,326.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
PARTHENIA,NOBLE,34.2283,-118.4611,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,715.0,19.0,Mission,1983.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
500 E  89TH                         ST,,33.9556,-118.2665,02/06/2021 12:00:00 AM,05/01/2020 12:00:00 AM,2125.0,18.0,Southeast,1805.0,2.0,0917 1822,35.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
12400    FILMORE                      ST,,34.2858,-118.4024,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,2015.0,16.0,Foothill,1602.0,1.0,0913 0421 0443 0416 0446 0429 0603,37.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
18100    KILLION                      ST,,34.1708,-118.5273,04/13/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1900.0,10.0,West Valley,1075.0,1.0,1822 0385 1300,35.0,F,A,101.0,STREET,,,IC,Invest Cont,Property Crimes
3100 S  NORMANDIE                    AV,,34.0262,-118.3002,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,215.0,3.0,Southwest,337.0,1.0,1609 1607 0329 0342 1402 0327 1822,19.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
17TH,ALMA,33.7288,-118.299,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1.0,5.0,Harbor,563.0,2.0,0329 1300,31.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
500 W  61ST                         ST,,33.9842,-118.2827,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1745.0,12.0,77th Street,1239.0,1.0,0216 0342 0334 0449 0355 0432 1822 0344,24.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Property Crimes
E  24TH                         ST,CENTRAL                      AV,34.0206,-118.2541,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2100.0,13.0,Newton,1323.0,2.0,1822 0910 0416,55.0,F,B,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
11100    CANTARA                      ST,,34.2193,-118.3731,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1845.0,16.0,Foothill,1687.0,1.0,0416 0913,39.0,M,H,501.0,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,Violent Crimes
1600    STAUNTON                     AV,,34.0228,-118.2414,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,430.0,13.0,Newton,1317.0,1.0,1300,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
1600    GRIFFITH PARK                BL,,34.091,-118.2775,10/27/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1000.0,11.0,Northeast,1171.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
1600 N  MANDEVILLE CANYON            RD,,34.0949,-118.5111,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1040.0,8.0,West LA,803.0,2.0,0554 0444 0400,55.0,F,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
400 S  PACIFIC                      AV,,33.7412,-118.2924,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,800.0,5.0,Harbor,557.0,2.0,1814 0432 0444 0913 1218 1243 2000 2004,25.0,F,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
6400    FOOTHILL                     BL,,34.2434,-118.2708,09/29/2020 12:00:00 AM,09/28/2020 12:00:00 AM,700.0,16.0,Foothill,1669.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
14300    CHATSWORTH                   DR,,34.2738,-118.4488,05/07/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1300.0,19.0,Mission,1944.0,2.0,1822,39.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1000 E  WASHINGTON                   BL,,34.0259,-118.2535,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1800.0,13.0,Newton,1313.0,1.0,0344,46.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
3300 S  MAIN                         ST,,34.0194,-118.2722,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1715.0,13.0,Newton,1331.0,2.0,0913,32.0,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Crimes against Public Order
4900 W  20TH                         ST,,34.0391,-118.3464,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,358.0,7.0,Wilshire,784.0,2.0,1814 2000 0400,29.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
200 S  SPRING                       ST,,34.0517,-118.2456,06/01/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1800.0,1.0,Central,135.0,2.0,1822 0329 1609,0.0,X,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,Property Crimes
PARK,LEMOYNE,34.0757,-118.2605,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2030.0,2.0,Rampart,218.0,1.0,1822 0334 1309,39.0,M,O,109.0,PARK/PLAYGROUND,215.0,MACHETE,IC,Invest Cont,Crimes against Public Order
11100    CANTLAY                      ST,,34.2021,-118.3725,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,2240.0,15.0,N Hollywood,1506.0,2.0,1300 0329,29.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,Property Crimes
8300    RESEDA                       BL,,34.2207,-118.5361,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1700.0,17.0,Devonshire,1794.0,1.0,1607 0344 0321,54.0,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
2200    BELLEVUE                     AV,,34.0736,-118.2682,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,930.0,2.0,Rampart,216.0,2.0,2000 0913 1813 1243 0448,38.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
8900    CAYUGA                       AV,,34.2309,-118.3925,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,400.0,16.0,Foothill,1672.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
6700 N  LANKERSHIM                   BL,,34.1921,-118.3877,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1700.0,15.0,N Hollywood,1516.0,1.0,0344 1609 1420 1414 0325,0.0,M,O,202.0,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
300    HOLT                         AV,,34.0736,-118.3785,05/28/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1707.0,7.0,Wilshire,721.0,2.0,1822 0928,52.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
3000    BRIGHTON                     AV,,34.0274,-118.3015,04/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1300.0,3.0,Southwest,337.0,2.0,1822 0342 1309,50.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
4300 S  FIGUEROA                     ST,,34.0054,-118.2827,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1440.0,3.0,Southwest,399.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
8500    ALCOTT                       ST,,34.0524,-118.3762,07/30/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1430.0,8.0,West LA,859.0,1.0,0394 0344 0352 1210 1822,40.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
11900    NEENACH                      ST,,34.2277,-118.3934,02/17/2021 12:00:00 AM,11/28/2020 12:00:00 AM,1500.0,16.0,Foothill,1682.0,2.0,1501,51.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
73RD                         ST,SAN PEDRO                    ST,33.9739,-118.2696,12/04/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1715.0,12.0,77th Street,1258.0,2.0,2000 1813 1821 0913 0416 0446 1309,57.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1900 E  102ND                        ST,,33.9443,-118.239,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1225.0,18.0,Southeast,1827.0,2.0,0329 1822,0.0,X,X,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,Property Crimes
1800    ARGYLE                       AV,,34.1037,-118.3252,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,1520.0,6.0,Hollywood,637.0,2.0,2004,0.0,X,X,152.0,UNDERPASS/BRIDGE*,,,IC,Invest Cont,Crimes against Public Order
12700    MILLENNIUM                   DR,,33.9754,-118.4178,07/22/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1200.0,14.0,Pacific,1464.0,1.0,0947,58.0,M,W,120.0,STORAGE SHED,,,IC,Invest Cont,Property Crimes
600 W  FLORENCE                     AV,,33.979,-118.2839,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1900.0,12.0,77th Street,1249.0,1.0,0344 0325 1822,52.0,M,H,401.0,MINI-MART,,,AO,Adult Other,Property Crimes
11700    VICTORY                      BL,,34.1867,-118.3878,02/17/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1713.0,15.0,N Hollywood,1525.0,1.0,0325,0.0,M,W,301.0,GAS STATION,,,IC,Invest Cont,Property Crimes
6300    VARIEL                       AV,,34.1845,-118.5928,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,730.0,21.0,Topanga,2158.0,1.0,0416 0417 0429 2004 1822,47.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
11600    VANPORT                      AV,,34.282,-118.3944,02/13/2021 12:00:00 AM,12/25/2020 12:00:00 AM,1200.0,16.0,Foothill,1605.0,2.0,1202 0416 2000 1813,61.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1600 W  60TH                         PL,,33.9851,-118.3046,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2030.0,12.0,77th Street,1233.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
500 W  88TH                         ST,,33.9574,-118.2847,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,2000.0,18.0,Southeast,1801.0,2.0,2000 0448 0400 0913 1814,31.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Violent Crimes
600 E  52ND                         PL,,33.995,-118.2652,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,2107.0,13.0,Newton,1373.0,2.0,1407 1100 1822,0.0,F,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,Crimes against Public Order
800 N  KINGSLEY                     DR,,34.0849,-118.3028,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2010.0,6.0,Hollywood,678.0,2.0,0421 1810,31.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
MAIN                         ST,27TH                         ST,34.0238,-118.2693,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,700.0,13.0,Newton,1331.0,1.0,2000 1813 0416 0913 1402,45.0,M,B,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,Violent Crimes
VERMONT                      AV,3RD                          ST,34.0691,-118.2917,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,915.0,20.0,Olympic,2019.0,1.0,0344 2032,0.0,X,X,101.0,STREET,,,AA,Adult Arrest,Property Crimes
7000    CHIMINEAS                    AV,,34.1975,-118.5284,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,50.0,10.0,West Valley,1025.0,2.0,2000 0416,28.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
13100    BRANFORD                     ST,,34.2372,-118.4183,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1905.0,19.0,Mission,1979.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
OLYMPIC                      BL,LOS PALOS,34.0188,-118.1949,06/19/2020 12:00:00 AM,06/18/2020 12:00:00 AM,2100.0,4.0,Hollenbeck,499.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
3100    8TH                          AV,,34.0276,-118.326,12/05/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1150.0,3.0,Southwest,335.0,2.0,0100 0344 0701 0800 1251 1822 1914,15.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
21900    VANOWEN                      ST,,34.1938,-118.6037,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1200.0,21.0,Topanga,2156.0,1.0,0325 0352,21.0,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
1500 S  WOOSTER                      ST,,34.052,-118.383,06/09/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1900.0,8.0,West LA,859.0,1.0,,0.0,,,101.0,STREET,,,AA,Adult Arrest,Property Crimes
7500    LEMP                         AV,,34.2067,-118.3845,04/08/2020 12:00:00 AM,04/07/2020 12:00:00 AM,2053.0,15.0,N Hollywood,1505.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
3400    WHITTIER                     BL,,34.0278,-118.201,02/18/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1612.0,4.0,Hollenbeck,478.0,1.0,0325 1822,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
4900    SAN FERNANDO                 RD,,34.1402,-118.2691,12/15/2020 12:00:00 AM,03/10/2020 12:00:00 AM,800.0,11.0,Northeast,1102.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
1000 N  SERRANO                      AV,,34.0885,-118.3064,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2320.0,6.0,Hollywood,678.0,1.0,0400 0416 0429 0417 0305 1822 0216,25.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1500    5TH                          AV,,34.0436,-118.3225,12/14/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1900.0,7.0,Wilshire,769.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
4300 W  MARTIN LUTHER KING JR        BL,,34.0163,-118.3441,02/05/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1415.0,3.0,Southwest,362.0,1.0,1824 2024 0445 0411 1251 1258 0334 0913,13.0,M,H,720.0,JUNIOR HIGH SCHOOL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
1400 S  BURLINGTON                   AV,,34.0424,-118.281,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,2125.0,2.0,Rampart,295.0,2.0,1817 1202 0913 1307 1609,65.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
1500 N  SERRANO                      AV,,34.1,-118.3113,11/21/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1300.0,6.0,Hollywood,648.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
5700    LEXINGTON                    AV,,34.0928,-118.3158,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,445.0,6.0,Hollywood,668.0,2.0,0928 1822,26.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
600 N  WILTON                       PL,,34.0799,-118.3181,08/19/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1500.0,20.0,Olympic,2001.0,1.0,0913 1817 0344 0337 1300 0377,52.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
600 E  83RD                         ST,,33.9638,-118.2651,05/16/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2315.0,12.0,77th Street,1269.0,1.0,1822 0329 1307 1609 0344,26.0,F,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
RAYEN                        ST,SEPULVEDA                    BL,34.2319,-118.4677,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1300.0,19.0,Mission,1981.0,1.0,1402 0325 0334 0312 2004 1822,52.0,F,H,102.0,SIDEWALK,112.0,TOY GUN,AA,Adult Arrest,Property Crimes
18200    KINZIE                       ST,,34.2482,-118.5299,12/20/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1200.0,17.0,Devonshire,1767.0,1.0,0344 0329,0.0,X,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
3900 S  BUDLONG                      AV,,34.0145,-118.298,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,1740.0,3.0,Southwest,377.0,1.0,0432 0443 0913 0334,29.0,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,Crimes against Public Order
13800    CUMPSTON                     ST,,34.1694,-118.4341,08/10/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1800.0,9.0,Van Nuys,946.0,1.0,0344 1822,40.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
86TH                         PL,BROADWAY,33.9594,-118.2739,07/04/2020 12:00:00 AM,07/03/2020 12:00:00 AM,2200.0,18.0,Southeast,1802.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
